serial_no,town_village,toponym_en,nechropoleis_tombs,chronology,average_points,x,y,agriculture_100m,archaeological_100m,infrastructure_100m,urban_100m,not_classified_100m,Points_100m,agriculture_250m,archaeological_250m,infrastructure_250m,urban_250m,not_classified_250m,Points_250m,agriculture_500m,archaeological_500m,infrastructure_500m,urban_500m,not_classified_500m,Points_500m
160,Trikomo,Charafti,N,H,64.29,33.90854244,35.26359165,27.23%,0.00%,9.37%,0.00%,63.39%,45.98,27.09%,0.00%,17.89%,2.26%,52.76%,69.65,23.48%,0.00%,16.53%,6.90%,53.09%,77.23
156,Trikomo,Kavalloi,N,H-R,48.65,33.91465318,35.27665364,0.00%,0.00%,2.63%,0.00%,97.37%,5.26,0.58%,0.00%,15.71%,13.43%,70.28%,72.29,12.36%,0.00%,18.26%,6.51%,62.87%,68.41
153,Trikomo,Kafkallia A,N,H,28.20,33.87766405,35.32076919,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,0.00%,0.00%,6.68%,12.01%,81.31%,49.40,0.87%,0.00%,4.16%,8.67%,86.30%,35.20
154,Trikomo,Kafkallia A,N,H,28.20,33.87766405,35.32076919,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,0.00%,0.00%,6.68%,12.01%,81.31%,49.40,0.87%,0.00%,4.16%,8.67%,86.30%,35.20
155,Trikomo,Kafkallia A,N,H,28.20,33.87766405,35.32076919,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,0.00%,0.00%,6.68%,12.01%,81.31%,49.40,0.87%,0.00%,4.16%,8.67%,86.30%,35.20
34,Agios Nikolaos (Lefkonoikou),Ellinospilios,N,H-R,23.82,33.65631869,35.36025449,0.00%,0.00%,3.43%,0.00%,96.57%,6.85,0.00%,0.00%,7.23%,4.34%,88.43%,27.49,0.51%,0.00%,6.90%,7.61%,84.98%,37.13
36,Agios Serghios,Archangelos,T,H-R,40.09,33.8834948,35.1898669,0.00%,0.00%,19.88%,0.00%,80.12%,39.75,0.00%,0.00%,15.89%,0.00%,84.11%,31.77,1.57%,0.00%,15.58%,5.33%,77.51%,48.74
47,Ammochostos,Karaolos,N,H-R,37.77,33.92124275,35.15617725,5.02%,0.00%,25.88%,0.00%,69.10%,56.78,9.24%,0.00%,11.15%,0.00%,79.61%,31.54,11.00%,0.00%,6.43%,0.37%,82.20%,24.98
48,Ammochostos,Karaolos,N,H-R,37.77,33.92124275,35.15617725,5.02%,0.00%,25.88%,0.00%,69.10%,56.78,9.24%,0.00%,11.15%,0.00%,79.61%,31.54,11.00%,0.00%,6.43%,0.37%,82.20%,24.98
49,Ammochostos,Karaolos,N,H-R,37.77,33.92124275,35.15617725,5.02%,0.00%,25.88%,0.00%,69.10%,56.78,9.24%,0.00%,11.15%,0.00%,79.61%,31.54,11.00%,0.00%,6.43%,0.37%,82.20%,24.98
125,Rizokarpaso,Vrysi,T,H,49.69,34.36886511,35.6253448,26.39%,0.00%,9.62%,0.00%,63.99%,45.64,35.77%,0.00%,5.70%,0.00%,58.52%,47.18,38.67%,0.00%,6.40%,1.59%,53.34%,56.24
126,Rizokarpaso,Vrysi,T,H,49.69,34.36886511,35.6253448,26.39%,0.00%,9.62%,0.00%,63.99%,45.64,35.77%,0.00%,5.70%,0.00%,58.52%,47.18,38.67%,0.00%,6.40%,1.59%,53.34%,56.24
127,Rizokarpaso,Vrysi,T,H,49.69,34.36886511,35.6253448,26.39%,0.00%,9.62%,0.00%,63.99%,45.64,35.77%,0.00%,5.70%,0.00%,58.52%,47.18,38.67%,0.00%,6.40%,1.59%,53.34%,56.24
128,Rizokarpaso,Vrysi,T,H,49.69,34.36886511,35.6253448,26.39%,0.00%,9.62%,0.00%,63.99%,45.64,35.77%,0.00%,5.70%,0.00%,58.52%,47.18,38.67%,0.00%,6.40%,1.59%,53.34%,56.24
117,Rizokarpaso,Afentrika-Limnionas,T,H,88.48,34.43319197,35.64916721,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,81.43%,0.00%,3.58%,0.00%,14.99%,88.60,64.80%,0.00%,6.02%,0.00%,29.18%,76.84
118,Rizokarpaso,Afentrika-Limnionas,T,H,88.48,34.43319197,35.64916721,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,81.43%,0.00%,3.58%,0.00%,14.99%,88.60,64.80%,0.00%,6.02%,0.00%,29.18%,76.84
119,Rizokarpaso,Afentrika-Limnionas,T,H,88.48,34.43319197,35.64916721,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,81.43%,0.00%,3.58%,0.00%,14.99%,88.60,64.80%,0.00%,6.02%,0.00%,29.18%,76.84
120,Rizokarpaso,Afentrika-Limnionas,T,H,88.48,34.43319197,35.64916721,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,81.43%,0.00%,3.58%,0.00%,14.99%,88.60,64.80%,0.00%,6.02%,0.00%,29.18%,76.84
121,Rizokarpaso,Afentrika-Limnionas,T,H,88.48,34.43319197,35.64916721,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,81.43%,0.00%,3.58%,0.00%,14.99%,88.60,64.80%,0.00%,6.02%,0.00%,29.18%,76.84
122,Rizokarpaso,Afentrika-Limnionas,T,H,88.48,34.43319197,35.64916721,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,81.43%,0.00%,3.58%,0.00%,14.99%,88.60,64.80%,0.00%,6.02%,0.00%,29.18%,76.84
123,Rizokarpaso,Afentrika-Limnionas,T,H,88.48,34.43319197,35.64916721,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,81.43%,0.00%,3.58%,0.00%,14.99%,88.60,64.80%,0.00%,6.02%,0.00%,29.18%,76.84
124,Rizokarpaso,Afentrika-Limnionas,T,H,88.48,34.43319197,35.64916721,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,81.43%,0.00%,3.58%,0.00%,14.99%,88.60,64.80%,0.00%,6.02%,0.00%,29.18%,76.84
90,Komi (Kepir),Ayia Marina,N,H,71.85,34.01595796,35.41470757,61.29%,0.00%,0.00%,0.00%,38.71%,61.29,76.94%,0.00%,3.85%,0.00%,19.21%,84.63,63.13%,0.00%,3.25%,0.00%,33.62%,69.63
94,Lefkonoiko,,Τ,Η,250.46,33.73214391,35.26025871,0.00%,0.00%,47.69%,52.31%,0.00%,252.31,4.35%,0.00%,30.62%,65.03%,0.00%,260.68,11.79%,0.00%,23.29%,60.01%,4.92%,238.39
98,Mandres,Plousia,N,H-R,42.75,33.84446115,35.35051483,20.65%,0.00%,0.00%,0.00%,79.35%,20.65,48.47%,0.00%,1.06%,0.00%,50.47%,50.59,51.73%,0.00%,2.64%,0.00%,45.63%,57.01
97,Mandres,Melissouthkia,T,H,110.70,33.83158299,35.35042948,82.58%,0.00%,17.42%,0.00%,0.00%,117.42,89.13%,0.00%,10.87%,0.00%,0.00%,110.87,87.71%,0.00%,8.01%,0.03%,4.26%,103.81
108,Peristerona,Krotiri,T,H,103.69,33.77047891,35.2051823,90.27%,0.00%,9.73%,0.00%,0.00%,109.73,96.60%,0.00%,3.27%,0.00%,0.13%,103.13,91.47%,0.00%,2.84%,0.36%,5.33%,98.22
109,Peristerona,Krotiri,T,H,103.69,33.77047891,35.2051823,90.27%,0.00%,9.73%,0.00%,0.00%,109.73,96.60%,0.00%,3.27%,0.00%,0.13%,103.13,91.47%,0.00%,2.84%,0.36%,5.33%,98.22
152,Trikomo,Vounos ton Krinon,N,H-R,104.23,33.87069784,35.2888496,98.23%,0.00%,1.77%,0.00%,0.00%,101.77,94.50%,0.00%,5.50%,0.00%,0.00%,105.50,94.59%,0.00%,5.41%,0.00%,0.00%,105.41
58,Flamoudi,Lithosourka,N,H-R,12.32,33.87245696,35.409454,0.00%,0.00%,0.00%,0.00%,100.00%,0.00,2.21%,0.00%,3.55%,0.00%,94.24%,9.31,16.52%,0.00%,5.56%,0.00%,77.92%,27.64
57,Flamoudi,Ampelia,N,H,148.60,33.85874741,35.39484932,26.15%,0.00%,23.08%,36.46%,14.32%,181.68,63.19%,0.00%,14.39%,17.68%,4.74%,145.01,78.35%,0.00%,8.79%,7.72%,5.14%,119.10
59,Flamoudi,Pallouri,N,H,49.75,33.82623037,35.40803951,53.69%,0.00%,0.00%,0.00%,46.31%,53.69,36.15%,0.00%,5.06%,0.00%,58.79%,46.28,39.27%,0.00%,4.98%,0.02%,55.73%,49.29
116,Psyllatos,Moutti,N,H,101.73,33.67514222,35.2435736,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,93.83%,0.00%,4.71%,0.00%,1.46%,103.25,93.84%,0.00%,4.05%,0.00%,2.10%,101.95
165,Agia Eirini,Loura,N,H,86.15,32.9508608,35.30454015,97.49%,0.00%,0.00%,0.00%,2.51%,97.49,65.49%,0.84%,4.54%,0.00%,29.13%,74.56,71.04%,0.40%,7.26%,0.28%,21.02%,86.40
166,Agia Eirini,Liontos,N,R,109.95,32.95587353,35.30026903,99.42%,0.00%,0.58%,0.00%,0.00%,100.58,88.68%,0.00%,9.93%,1.32%,0.07%,112.50,84.69%,0.40%,11.44%,3.07%,0.41%,116.78
163,Agia Eirini,Ksirafes,T,H,104.63,32.94890514,35.29885035,89.48%,0.00%,10.52%,0.00%,0.00%,110.52,86.97%,0.66%,10.73%,0.05%,1.60%,108.56,78.22%,0.40%,8.17%,0.08%,13.13%,94.80
164,Agia Eirini,Ksirafes,T,H,104.63,32.94890514,35.29885035,89.48%,0.00%,10.52%,0.00%,0.00%,110.52,86.97%,0.66%,10.73%,0.05%,1.60%,108.56,78.22%,0.40%,8.17%,0.08%,13.13%,94.80
167,Agia Eirini,Foradomantra,N,H,117.16,32.95759203,35.30176181,92.33%,0.00%,1.22%,6.45%,0.00%,114.12,87.05%,0.00%,11.57%,1.36%,0.02%,114.27,82.15%,0.25%,11.67%,5.87%,0.06%,123.10
168,Agia Eirini,Koukkopetres,T,H,104.34,32.95439688,35.30461687,86.68%,0.00%,13.32%,0.00%,0.00%,113.32,78.51%,0.00%,10.00%,0.82%,10.67%,100.96,82.61%,0.40%,7.18%,0.59%,9.22%,98.74
169,Agia Eirini,Kattouthkies,N,H,110.50,32.951568,35.29628681,84.16%,0.00%,15.62%,0.22%,0.00%,116.06,87.29%,0.00%,10.12%,0.33%,2.25%,108.53,90.03%,0.38%,8.01%,0.28%,1.30%,106.90
174,Agirda,Boc Koyiak,N,H,105.14,33.26679806,35.28470015,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,89.74%,0.00%,1.65%,2.85%,5.76%,101.60,68.54%,0.00%,9.88%,8.51%,13.07%,113.83
172,Agirda,Bostanlik,N,H-R,59.48,33.28254119,35.29497807,0.00%,0.00%,6.08%,0.49%,93.44%,13.62,18.50%,0.00%,12.69%,5.69%,63.11%,60.97,22.65%,0.00%,15.31%,16.86%,45.19%,103.84
173,Agirda,Kutranli Maghra,N,H,161.74,33.27126065,35.29873369,66.71%,0.00%,13.05%,12.97%,7.27%,131.71,37.01%,0.00%,18.47%,35.24%,9.28%,179.66,44.19%,0.00%,14.93%,33.27%,7.61%,173.85
175,Asomatos,Tris Elies,N,H,107.00,33.08316889,35.27655968,91.23%,0.00%,8.77%,0.00%,0.00%,108.77,93.76%,0.00%,6.24%,0.00%,0.00%,106.24,94.00%,0.00%,6.00%,0.00%,0.00%,106.00
176,Asomatos,Halospita,N,R,84.77,33.10488699,35.26491462,81.89%,0.00%,0.00%,0.00%,18.11%,81.89,78.49%,0.00%,5.86%,0.00%,15.65%,90.22,73.68%,0.00%,4.27%,0.00%,22.05%,82.21
177,Asomatos,Lakia tis Evretis,N,R,104.71,33.08811984,35.26942246,94.67%,0.00%,5.33%,0.00%,0.00%,105.33,94.90%,0.00%,5.10%,0.00%,0.00%,105.10,96.30%,0.00%,3.70%,0.00%,0.00%,103.70
179,Asomatos,Trimithkia,N,H,106.06,33.06855237,35.2650163,90.16%,0.00%,9.84%,0.00%,0.00%,109.84,95.60%,0.00%,4.40%,0.00%,0.00%,104.40,96.05%,0.00%,3.95%,0.00%,0.00%,103.95
178,Asomatos,Aloupotrypes,N,H,100.00,33.07771453,35.26081027,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,100.00%,0.00%,0.00%,0.00%,0.00%,100.00
272,Vasileia,Petra pou chalase,N,R,105.92,33.11251379,35.33254469,93.98%,0.00%,6.02%,0.00%,0.00%,106.02,94.94%,0.00%,5.06%,0.00%,0.00%,105.06,93.32%,0.00%,6.66%,0.01%,0.00%,106.69
273,Vasileia,Petra tis Rodous,N,H,105.05,33.1111137,35.33392698,94.08%,0.00%,5.92%,0.00%,0.00%,105.92,96.29%,0.00%,3.71%,0.00%,0.00%,103.71,94.49%,0.00%,5.51%,0.00%,0.00%,105.51
271,Vasileia,Kampos tou Loi,N,R,106.09,33.09871592,35.33583699,97.08%,0.00%,2.92%,0.00%,0.00%,102.92,91.32%,0.00%,8.68%,0.00%,0.00%,108.68,93.33%,0.00%,6.67%,0.00%,0.00%,106.67
270,Vasileia,Varkes/Vanilas,N,H,270.41,33.12759575,35.35553411,0.00%,0.00%,9.70%,90.30%,0.00%,290.30,6.22%,0.00%,17.50%,76.27%,0.00%,270.05,10.82%,0.00%,17.52%,68.34%,3.32%,250.89
184,Dikomo,Tourchellos,N,H,50.77,33.30983005,35.27349692,1.10%,0.00%,10.44%,0.00%,88.46%,21.98,15.58%,0.00%,9.81%,8.88%,65.73%,61.83,30.04%,0.00%,9.37%,6.57%,54.01%,68.50
181,Dikomo (Pano),Mantres tou Iona,T,H-R,55.68,33.33097128,35.27431273,1.92%,0.00%,6.59%,0.00%,91.49%,15.09,20.34%,0.00%,17.95%,3.29%,58.41%,66.12,30.24%,0.00%,14.39%,8.94%,46.43%,85.84
182,Dikomo (Pano),Mantres tou Iona,T,H-R,55.68,33.33097128,35.27431273,1.92%,0.00%,6.59%,0.00%,91.49%,15.09,20.34%,0.00%,17.95%,3.29%,58.41%,66.12,30.24%,0.00%,14.39%,8.94%,46.43%,85.84
185,Dikomo,Kryon Neron,N,H,93.00,33.31330868,35.28668269,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,91.87%,0.00%,2.63%,0.00%,5.50%,97.13,75.28%,0.00%,3.30%,0.00%,21.42%,81.88
183,Dikomo,Pigadia,N,H,50.49,33.31597776,35.28404389,50.45%,0.00%,0.00%,0.00%,49.55%,50.45,49.77%,0.00%,0.00%,0.00%,50.23%,49.77,47.17%,0.00%,2.04%,0.00%,50.79%,51.25
186,Diorios,Lakkos tou Kourri,N,R,104.98,33.04786259,35.32093136,99.08%,0.00%,0.91%,0.01%,0.00%,100.93,86.45%,0.00%,10.58%,0.17%,2.80%,108.12,80.47%,0.00%,10.44%,1.52%,7.57%,105.90
187,Diorios,Lakkouthkia,N,H-R,139.76,33.05269675,35.31976582,37.78%,0.00%,20.24%,32.96%,9.01%,177.15,76.04%,0.00%,10.15%,10.17%,3.64%,126.87,84.49%,0.00%,8.38%,4.66%,2.46%,115.25
190,Diorios,Palaiomantra,N,H,112.95,33.04811964,35.3090277,73.99%,0.00%,20.30%,0.09%,5.62%,114.85,78.63%,0.00%,12.03%,0.36%,8.98%,103.77,76.16%,0.00%,13.89%,5.44%,4.52%,120.24
188,Diorios,(Laxia tou) Hadji Bairam,N,H,111.85,33.02035837,35.2685681,81.57%,0.00%,18.43%,0.00%,0.00%,118.43,90.96%,0.00%,9.04%,0.00%,0.00%,109.04,91.91%,0.00%,8.09%,0.00%,0.00%,108.09
189,Diorios,Mahania (Makhenia),N,H-R,106.94,33.00522032,35.2866236,88.90%,0.00%,10.44%,0.66%,0.00%,111.76,96.40%,0.00%,3.53%,0.07%,0.00%,103.66,94.61%,0.00%,5.37%,0.02%,0.00%,105.41
192,El(ai)a,Vrysi,N,H,214.24,33.21699845,35.33363651,6.04%,0.00%,19.76%,74.20%,0.00%,268.16,39.25%,0.00%,17.59%,43.16%,0.00%,203.90,56.96%,0.00%,15.43%,27.61%,0.00%,170.65
193,Kampιli,Margi,N,R,38.38,33.09416941,35.31027704,2.17%,0.00%,0.00%,0.00%,97.83%,2.17,33.39%,0.00%,8.73%,0.31%,57.56%,51.80,33.95%,0.00%,13.42%,0.13%,52.50%,61.17
194,Kampιli,Kafkalla,N,R,87.01,33.08975816,35.29722477,62.79%,0.00%,9.61%,1.34%,26.26%,86.03,66.99%,0.00%,8.19%,0.56%,24.27%,85.03,76.87%,0.00%,6.26%,0.19%,16.67%,89.98
258,Kampιli,Kafkalla,N,R,87.01,33.08975816,35.29722477,62.79%,0.00%,9.61%,1.34%,26.26%,86.03,66.99%,0.00%,8.19%,0.56%,24.27%,85.03,76.87%,0.00%,6.26%,0.19%,16.67%,89.98
259,Kampιli,Kafkalla,N,R,87.01,33.08975816,35.29722477,62.79%,0.00%,9.61%,1.34%,26.26%,86.03,66.99%,0.00%,8.19%,0.56%,24.27%,85.03,76.87%,0.00%,6.26%,0.19%,16.67%,89.98
195,Kalon Chorion (Kapouti),Kapnistos,N,H,108.03,33.0476487,35.25734501,83.28%,0.00%,16.72%,0.00%,0.00%,116.72,96.02%,0.00%,3.95%,0.02%,0.01%,103.98,96.59%,0.00%,3.39%,0.01%,0.02%,103.39
196,Kalon Chorion (Kapouti),Kapnistos,N,H,108.03,33.0476487,35.25734501,83.28%,0.00%,16.72%,0.00%,0.00%,116.72,96.02%,0.00%,3.95%,0.02%,0.01%,103.98,96.59%,0.00%,3.39%,0.01%,0.02%,103.39
198,Kalon Chorion (Kapouti),Pallouteri,N,R,100.63,33.05337724,35.25513148,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,99.99%,0.00%,0.01%,0.00%,0.00%,100.01,97.89%,0.00%,2.00%,0.00%,0.11%,101.89
200,Kalon Chorion (Kapouti),Melissia,N,H,106.70,33.03225903,35.22403501,99.98%,0.00%,0.00%,0.00%,0.02%,99.98,90.61%,0.00%,9.05%,0.27%,0.07%,109.51,89.49%,0.00%,10.24%,0.22%,0.06%,110.61
199,Kalon Chorion (Kapouti),Foiniki,N,H-R,105.22,33.05165171,35.23801244,90.24%,0.00%,9.76%,0.00%,0.00%,109.76,96.63%,0.00%,3.37%,0.00%,0.00%,103.37,97.48%,0.00%,2.52%,0.00%,0.00%,102.52
202,Karavas,Archaggelos,N,H,144.81,33.22279288,35.33204711,88.42%,0.00%,11.58%,0.00%,0.00%,111.58,61.58%,0.00%,17.94%,20.47%,0.00%,158.89,59.63%,0.00%,16.79%,23.58%,0.00%,163.95
204,Karavas,Palaiomonastiron,N,R,118.22,33.23305337,35.32928567,79.59%,0.00%,20.41%,0.00%,0.00%,120.41,87.93%,0.00%,12.07%,0.00%,0.00%,112.07,81.68%,0.00%,14.45%,3.87%,0.00%,122.19
203,Karavas,Karydia tou Markou,N,R,256.58,33.23052266,35.33601095,0.00%,0.00%,18.48%,81.52%,0.00%,281.52,14.45%,0.00%,15.27%,70.28%,0.00%,255.83,24.90%,0.00%,17.81%,57.29%,0.00%,232.39
201,Karavas,Ayia Eirini,N,H,255.22,33.18991677,35.33831701,1.28%,0.00%,11.88%,86.84%,0.00%,285.56,17.54%,0.00%,15.89%,66.56%,0.00%,249.02,25.84%,0.00%,17.23%,56.93%,0.00%,231.09
205,Karpashia,Shiapia,T,H-R,96.70,33.07009784,35.2940881,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,65.64%,0.00%,6.17%,4.60%,23.59%,91.79,60.53%,0.00%,9.15%,6.49%,23.83%,98.31
228,Kormakitis,Panayia,N,H,124.53,33.00407466,35.34415021,11.73%,0.00%,19.93%,13.48%,54.86%,92.04,52.19%,0.00%,17.87%,18.39%,11.54%,143.11,65.31%,0.00%,15.12%,14.30%,5.27%,138.43
229,Kormakitis,Panayia,N,H,124.53,33.00407466,35.34415021,11.73%,0.00%,19.93%,13.48%,54.86%,92.04,52.19%,0.00%,17.87%,18.39%,11.54%,143.11,65.31%,0.00%,15.12%,14.30%,5.27%,138.43
230,Kormakitis,Herissa (Sherisses),N,H,109.00,32.966591,35.34781537,90.91%,0.00%,9.09%,0.00%,0.00%,109.09,90.56%,0.00%,9.44%,0.00%,0.00%,109.44,91.55%,0.00%,8.45%,0.01%,0.00%,108.46
233,Kormakitis,Halospita,N,H,101.19,33.02319588,35.34341549,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,99.06%,0.00%,0.94%,0.00%,0.00%,100.94,94.79%,0.00%,3.64%,0.18%,1.39%,102.62
232,Kormakitis,Ayios Yeoryios,N,H,75.01,32.99581454,35.36775622,45.30%,0.00%,23.03%,0.16%,31.51%,91.84,43.95%,0.00%,12.59%,0.05%,43.41%,69.29,49.08%,0.00%,7.38%,0.02%,43.52%,63.90
231,Kormakitis,Yerman tou Κυριάκου (Krikaki),N,H,103.17,32.98838446,35.36616329,91.79%,0.00%,8.21%,0.00%,0.00%,108.21,92.65%,0.00%,5.67%,0.00%,1.68%,103.99,81.09%,0.00%,8.06%,0.03%,10.82%,97.30
235,Krini,Yere Oldu,N,H,111.48,33.23058283,35.28272112,48.67%,0.00%,10.31%,21.26%,19.76%,133.07,76.91%,0.00%,7.22%,5.26%,10.62%,107.12,68.84%,0.00%,7.53%,3.45%,20.18%,94.26
236,Krini,Koja Tarlasi,N,H,105.96,33.22684879,35.28279957,85.63%,0.00%,14.02%,0.00%,0.35%,113.67,72.57%,0.00%,10.87%,3.69%,12.87%,105.38,78.67%,0.00%,6.33%,2.50%,12.50%,98.83
245,Lapithos,Vrysi tou Barba,N,R,244.49,33.16052861,35.3501767,0.00%,0.00%,22.39%,77.61%,0.00%,277.61,0.00%,0.00%,16.71%,73.00%,10.30%,252.40,0.00%,0.00%,16.04%,57.13%,26.84%,203.45
246,Lapithos,Vrysi tou Barba,N,R,244.49,33.16052861,35.3501767,0.00%,0.00%,22.39%,77.61%,0.00%,277.61,0.00%,0.00%,16.71%,73.00%,10.30%,252.40,0.00%,0.00%,16.04%,57.13%,26.84%,203.45
248,Lapithos,Airiotissa,N,H,223.90,33.16949479,35.34954776,2.41%,0.00%,14.64%,82.94%,0.00%,280.53,14.06%,0.00%,14.52%,56.34%,15.08%,212.11,11.41%,0.00%,11.93%,47.93%,28.73%,179.06
244,Lapithos,Htolithari (Phtolikhari),N,H,218.79,33.14798021,35.35516147,0.00%,0.00%,34.12%,65.88%,0.00%,265.88,0.00%,0.00%,24.44%,57.51%,18.05%,221.42,1.31%,0.00%,14.76%,46.08%,37.85%,169.07
251,Lapithos,Asproyi,N,H,125.54,33.16064251,35.33588867,70.26%,0.00%,29.74%,0.00%,0.00%,129.74,84.92%,0.00%,15.08%,0.00%,0.00%,115.08,76.59%,0.00%,15.01%,8.40%,0.00%,131.81
250,Lapithos,Mantra tou Vizou,N,H,269.43,33.15331797,35.34363429,0.00%,0.00%,7.49%,92.51%,0.00%,292.51,7.67%,0.00%,13.86%,78.47%,0.00%,270.80,18.97%,0.00%,17.07%,63.95%,0.00%,244.98
249,Lapithos,Stavros,N,H,269.23,33.17486935,35.34421053,1.16%,0.00%,16.73%,82.11%,0.00%,280.96,11.17%,0.00%,12.77%,76.06%,0.00%,264.89,10.98%,0.00%,16.19%,72.82%,0.00%,261.84
252,Lapithos,Prostemenos,N,H,191.96,33.18243801,35.33380384,32.42%,0.00%,19.76%,47.83%,0.00%,215.41,55.15%,0.00%,15.15%,29.70%,0.00%,174.55,49.72%,0.00%,14.64%,35.64%,0.00%,185.92
180,Bellapais,Petromoudia,N,H,72.49,33.3017286,35.31101506,33.39%,0.00%,3.52%,0.56%,62.53%,42.10,58.50%,0.00%,9.06%,0.97%,31.48%,79.52,71.62%,0.00%,11.40%,0.48%,16.50%,95.85
260,Palaesophos,Mersineri,N,R,132.10,33.21103445,35.32449278,76.56%,0.00%,23.44%,0.00%,0.00%,123.44,73.64%,0.00%,16.48%,9.87%,0.00%,136.23,73.72%,0.00%,15.93%,10.36%,0.00%,136.64
263,Pileri,Yarin Alti,N,H-R,99.93,33.20906733,35.29490064,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,99.65%,0.00%,0.00%,0.00%,0.35%,99.65,95.49%,0.00%,2.11%,0.15%,2.26%,100.15
261,Pileri,Kafkalla/Makrotrachona,N,H,101.71,33.19529284,35.28811494,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,97.58%,0.00%,2.42%,0.00%,0.00%,102.42,97.28%,0.00%,2.72%,0.00%,0.00%,102.72
262,Pileri,Veran Arasi,N,H,132.86,33.21861467,35.28308086,69.51%,0.00%,13.81%,13.99%,2.70%,139.09,77.07%,0.00%,7.92%,14.03%,0.98%,135.00,80.50%,0.00%,6.53%,10.31%,2.65%,124.50
267,Sysklipos,Pylos,N,R,92.03,33.17877386,35.30250853,95.93%,0.00%,0.00%,0.00%,4.07%,95.93,77.91%,0.00%,3.41%,0.19%,18.50%,85.29,74.98%,0.00%,5.78%,2.78%,16.46%,94.87
266,Sysklipos,Mouttonevron,N,R,106.68,33.17836091,35.30568493,79.05%,0.00%,20.95%,0.00%,0.00%,120.95,95.32%,0.00%,4.68%,0.00%,0.00%,104.68,87.49%,0.00%,3.28%,0.12%,9.11%,94.41
269,Sychari,Ziziros,N,H,102.60,33.36917182,35.27390641,98.37%,0.00%,0.55%,0.00%,1.08%,99.47,88.33%,0.00%,6.17%,2.18%,3.32%,107.20,91.67%,0.00%,3.56%,0.78%,4.00%,101.12
40,Agios Theodoros,,T,H-R,211.37,34.02874245,35.36663179,0.00%,0.00%,30.77%,69.23%,0.00%,269.23,1.29%,0.00%,24.47%,57.32%,16.92%,222.17,22.00%,0.00%,15.21%,30.10%,32.69%,142.71
161,Vatili,,N,H-R,66.16,33.65115455,35.14081133,27.13%,0.00%,0.00%,0.00%,72.87%,27.13,33.11%,0.00%,10.08%,9.22%,47.59%,80.93,29.58%,0.00%,11.13%,12.86%,46.42%,90.43
64,Galinoporni,,N,H-R,200.33,34.30327175,35.52134285,12.62%,0.00%,28.98%,58.40%,0.00%,245.78,34.45%,0.00%,22.25%,39.41%,3.88%,197.19,60.54%,0.00%,15.22%,22.35%,1.89%,158.03
68,Genagra,,N,H,193.19,33.6980296,35.21793639,0.00%,0.00%,42.08%,57.92%,0.00%,257.92,0.01%,0.00%,30.13%,48.02%,21.83%,204.34,20.27%,0.00%,18.34%,20.12%,41.28%,117.30
71,Koroveia,,T,H,145.93,34.27581458,35.50918897,53.82%,0.00%,24.93%,21.25%,0.00%,167.43,70.99%,0.00%,13.42%,15.59%,0.00%,144.60,82.20%,0.00%,9.72%,8.04%,0.04%,125.76
95,Limnia,,T,R,193.04,33.85787984,35.1976525,0.00%,0.00%,34.30%,65.70%,0.00%,265.70,3.78%,0.00%,20.34%,44.56%,31.32%,178.13,10.67%,0.00%,16.70%,30.41%,42.22%,135.29
101,Milia,,T,R,100.72,33.802046,35.234758,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,98.18%,0.00%,1.82%,0.00%,0.00%,101.82,95.61%,0.00%,2.36%,0.00%,2.03%,100.33
96,Liopetri,,Τ,R,234.61,33.89090205,35.00587566,0.00%,0.00%,41.35%,58.65%,0.00%,258.65,0.00%,0.00%,35.00%,58.38%,6.63%,245.12,0.00%,0.00%,29.07%,47.31%,23.62%,200.06
110,Peristerona,,T,H,229.85,33.76084282,35.21704374,0.00%,0.00%,27.73%,72.27%,0.00%,272.27,0.00%,0.00%,23.76%,67.19%,9.05%,249.10,8.53%,0.00%,20.22%,39.73%,31.51%,168.17
114,Pigi,,T,H,74.23,33.77081181,35.22609562,63.70%,0.00%,9.90%,0.00%,26.40%,83.50,49.01%,0.00%,9.70%,0.00%,41.29%,68.40,50.95%,0.00%,7.69%,1.49%,39.87%,70.79
