serial_no,town_village,toponym_en,nechropoleis_tombs,chronology,average_points,x,y,agriculture_100m,archaeological_100m,infrastructure_100m,urban_100m,not_classified_100m,Points_100m,agriculture_250m,archaeological_250m,infrastructure_250m,urban_250m,not_classified_250m,Points_250m,agriculture_500m,archaeological_500m,infrastructure_500m,urban_500m,not_classified_500m,Points_500m
368,Agios Tychonas,,T,R,137.99,33.15362881,34.71461448,0.00%,0.00%,39.34%,38.83%,21.82%,195.19,2.40%,0.00%,34.83%,17.74%,45.03%,125.29,13.81%,0.00%,27.25%,8.39%,50.54%,93.49
376,Agios Tychonas,,T,R,137.99,33.15362881,34.71461448,0.00%,0.00%,39.34%,38.83%,21.82%,195.19,2.40%,0.00%,34.83%,17.74%,45.03%,125.29,13.81%,0.00%,27.25%,8.39%,50.54%,93.49
384,Agios Tychonas,,T,R,137.99,33.15362881,34.71461448,0.00%,0.00%,39.34%,38.83%,21.82%,195.19,2.40%,0.00%,34.83%,17.74%,45.03%,125.29,13.81%,0.00%,27.25%,8.39%,50.54%,93.49
385,Agios Tychonas,,T,R,137.99,33.15362881,34.71461448,0.00%,0.00%,39.34%,38.83%,21.82%,195.19,2.40%,0.00%,34.83%,17.74%,45.03%,125.29,13.81%,0.00%,27.25%,8.39%,50.54%,93.49
388,Agios Tychonas,,T,R,137.99,33.15362881,34.71461448,0.00%,0.00%,39.34%,38.83%,21.82%,195.19,2.40%,0.00%,34.83%,17.74%,45.03%,125.29,13.81%,0.00%,27.25%,8.39%,50.54%,93.49
394,Alassa,Kampos,T,H,93.67,32.9359846,34.75387762,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,92.69%,0.00%,1.31%,0.00%,6.00%,95.31,79.78%,0.00%,2.63%,0.22%,17.37%,85.71
395,Alassa,Kampos,T,H,93.67,32.9359846,34.75387762,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,92.69%,0.00%,1.31%,0.00%,6.00%,95.31,79.78%,0.00%,2.63%,0.22%,17.37%,85.71
742,Emba,Aspra Chomata,N,H-R,46.20,32.43342585,34.80473281,0.00%,0.00%,20.38%,0.00%,79.62%,40.75,4.63%,0.00%,19.33%,0.18%,75.86%,43.83,7.76%,0.00%,20.82%,1.54%,69.88%,54.02
743,Emba,Limnarka,N,R,82.28,32.42532368,34.79628604,0.00%,0.00%,16.01%,8.70%,75.28%,58.13,8.14%,0.00%,23.52%,12.61%,55.73%,93.00,5.65%,0.00%,22.40%,15.09%,56.86%,95.72
932,Prodromi,Chalimes,N,R,98.83,32.4044934,35.03665915,88.72%,0.00%,1.10%,9.27%,0.90%,118.74,68.61%,0.00%,11.25%,3.04%,17.09%,100.24,45.68%,0.00%,12.16%,2.50%,39.66%,77.50
869,Paphos,Palaiokastron,T,H,64.03,32.40521149,34.77717657,0.00%,100.00%,0.00%,0.00%,0.00%,0.00,1.20%,47.52%,19.96%,13.31%,18.00%,81.07,0.58%,21.54%,21.62%,22.40%,33.86%,111.02
870,Paphos,Palaiokastron,T,H,64.03,32.40521149,34.77717657,0.00%,100.00%,0.00%,0.00%,0.00%,0.00,1.20%,47.52%,19.96%,13.31%,18.00%,81.07,0.58%,21.54%,21.62%,22.40%,33.86%,111.02
871,Paphos,Palaiokastron,T,H,64.03,32.40521149,34.77717657,0.00%,100.00%,0.00%,0.00%,0.00%,0.00,1.20%,47.52%,19.96%,13.31%,18.00%,81.07,0.58%,21.54%,21.62%,22.40%,33.86%,111.02
872,Paphos,Palaiokastron,T,H,64.03,32.40521149,34.77717657,0.00%,100.00%,0.00%,0.00%,0.00%,0.00,1.20%,47.52%,19.96%,13.31%,18.00%,81.07,0.58%,21.54%,21.62%,22.40%,33.86%,111.02
873,Paphos,Palaiokastron,T,H,64.03,32.40521149,34.77717657,0.00%,100.00%,0.00%,0.00%,0.00%,0.00,1.20%,47.52%,19.96%,13.31%,18.00%,81.07,0.58%,21.54%,21.62%,22.40%,33.86%,111.02
874,Paphos,Palaiokastron,T,H,64.03,32.40521149,34.77717657,0.00%,100.00%,0.00%,0.00%,0.00%,0.00,1.20%,47.52%,19.96%,13.31%,18.00%,81.07,0.58%,21.54%,21.62%,22.40%,33.86%,111.02
875,Paphos,Palaiokastron,T,H,64.03,32.40521149,34.77717657,0.00%,100.00%,0.00%,0.00%,0.00%,0.00,1.20%,47.52%,19.96%,13.31%,18.00%,81.07,0.58%,21.54%,21.62%,22.40%,33.86%,111.02
876,Paphos,Palaiokastron,T,H,64.03,32.40521149,34.77717657,0.00%,100.00%,0.00%,0.00%,0.00%,0.00,1.20%,47.52%,19.96%,13.31%,18.00%,81.07,0.58%,21.54%,21.62%,22.40%,33.86%,111.02
877,Paphos,Palaiokastron,T,H,64.03,32.40521149,34.77717657,0.00%,100.00%,0.00%,0.00%,0.00%,0.00,1.20%,47.52%,19.96%,13.31%,18.00%,81.07,0.58%,21.54%,21.62%,22.40%,33.86%,111.02
878,Paphos,Palaiokastron,T,H,64.03,32.40521149,34.77717657,0.00%,100.00%,0.00%,0.00%,0.00%,0.00,1.20%,47.52%,19.96%,13.31%,18.00%,81.07,0.58%,21.54%,21.62%,22.40%,33.86%,111.02
879,Paphos,Palaiokastron,T,H,64.03,32.40521149,34.77717657,0.00%,100.00%,0.00%,0.00%,0.00%,0.00,1.20%,47.52%,19.96%,13.31%,18.00%,81.07,0.58%,21.54%,21.62%,22.40%,33.86%,111.02
880,Paphos,Palaiokastron,T,H,64.03,32.40521149,34.77717657,0.00%,100.00%,0.00%,0.00%,0.00%,0.00,1.20%,47.52%,19.96%,13.31%,18.00%,81.07,0.58%,21.54%,21.62%,22.40%,33.86%,111.02
881,Paphos,Palaiokastron,T,H,64.03,32.40521149,34.77717657,0.00%,100.00%,0.00%,0.00%,0.00%,0.00,1.20%,47.52%,19.96%,13.31%,18.00%,81.07,0.58%,21.54%,21.62%,22.40%,33.86%,111.02
882,Paphos,Palaiokastron,T,H,64.03,32.40521149,34.77717657,0.00%,100.00%,0.00%,0.00%,0.00%,0.00,1.20%,47.52%,19.96%,13.31%,18.00%,81.07,0.58%,21.54%,21.62%,22.40%,33.86%,111.02
808,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
809,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
810,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
811,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
812,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
813,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
814,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
815,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
816,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
817,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
818,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
819,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
820,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
821,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
822,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
823,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
824,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
825,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
826,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
827,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
828,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
829,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
830,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
831,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
832,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
833,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
834,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
835,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
836,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
837,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
838,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
839,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
840,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
841,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
842,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
843,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
844,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
845,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
846,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
847,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
848,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
849,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
850,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
851,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
852,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
853,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
854,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
855,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
856,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
857,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
858,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
859,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
860,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
861,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
862,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
863,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
864,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
865,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
866,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
867,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
868,Paphos,Glyky Nero,T,H-R,145.82,32.41867827,34.7544378,0.00%,0.00%,46.37%,18.80%,34.82%,149.16,0.00%,0.00%,35.08%,24.49%,40.44%,143.61,0.00%,0.71%,30.19%,28.10%,41.00%,144.68
638,Lefkosia,Agia Paraskevi,T,H-R,165.16,33.37081257,35.15652793,0.00%,0.00%,55.44%,24.28%,20.28%,183.72,0.55%,0.00%,42.74%,22.80%,33.91%,154.44,4.18%,0.00%,42.86%,22.47%,30.49%,157.31
639,Lefkosia,Agia Paraskevi,T,H-R,165.16,33.37081257,35.15652793,0.00%,0.00%,55.44%,24.28%,20.28%,183.72,0.55%,0.00%,42.74%,22.80%,33.91%,154.44,4.18%,0.00%,42.86%,22.47%,30.49%,157.31
653,Lefkosia,,T,R,145.51,33.35179182,35.17448436,12.86%,0.00%,35.95%,27.31%,23.88%,166.69,10.11%,0.00%,33.98%,16.24%,39.68%,126.78,7.58%,0.00%,38.06%,19.79%,34.57%,143.05
571,Dali,Vrontolaktis,T,H-R,195.42,33.41364925,35.01356121,0.00%,0.00%,22.42%,66.61%,10.97%,244.66,5.80%,0.00%,23.48%,42.00%,28.71%,178.78,19.33%,0.00%,18.42%,35.55%,26.70%,162.82
332,Meneou,Agroktima,T,H-R,106.40,33.59407356,34.85492034,92.44%,0.00%,0.00%,0.00%,7.56%,92.44,67.43%,0.00%,10.81%,6.67%,15.10%,109.04,54.59%,0.00%,13.96%,11.74%,19.71%,117.72
333,Meneou,Agroktima,T,H-R,106.40,33.59407356,34.85492034,92.44%,0.00%,0.00%,0.00%,7.56%,92.44,67.43%,0.00%,10.81%,6.67%,15.10%,109.04,54.59%,0.00%,13.96%,11.74%,19.71%,117.72
628,Kythrea,Mandra tou Kounia,T,H-R,92.41,33.50389884,35.26575337,94.84%,0.00%,0.00%,0.00%,5.16%,94.84,83.94%,0.00%,1.90%,0.00%,14.16%,87.74,89.55%,0.00%,2.54%,0.01%,7.90%,94.66
629,Kythrea,Mandra tou Kounia,T,H-R,92.41,33.50389884,35.26575337,94.84%,0.00%,0.00%,0.00%,5.16%,94.84,83.94%,0.00%,1.90%,0.00%,14.16%,87.74,89.55%,0.00%,2.54%,0.01%,7.90%,94.66
3,Agia Napa,Ambas,N,H-R,116.11,33.95888815,34.98886848,30.30%,0.00%,42.30%,2.40%,24.99%,122.12,30.82%,0.00%,39.98%,3.70%,25.50%,121.88,31.05%,0.00%,31.96%,3.12%,33.87%,104.34
6,Agia Napa,Tornos,T,H-R,45.04,33.93855527,34.99041315,0.00%,0.00%,20.05%,0.00%,79.95%,40.09,0.23%,0.00%,23.81%,0.00%,75.97%,47.84,2.89%,0.00%,21.19%,0.64%,75.28%,47.19
7,Agia Napa,Filina,T,R,30.66,33.94965051,34.99365492,0.00%,0.00%,1.70%,0.00%,98.30%,3.39,0.00%,0.00%,17.82%,1.61%,80.57%,40.47,9.53%,0.00%,14.54%,3.16%,72.76%,48.11
33,Agios Iacovos,Asproyeia,N,H,23.71,33.80621306,35.33771031,0.00%,0.00%,10.51%,0.00%,89.49%,21.03,12.63%,0.00%,3.25%,0.00%,84.12%,19.13,26.73%,0.00%,2.12%,0.00%,71.16%,30.96
43,Agios Theodoros,Alaas,N,H,65.88,34.0324572,35.32556656,78.18%,0.00%,0.00%,0.00%,21.82%,78.18,61.84%,0.00%,0.00%,0.00%,38.16%,61.84,57.24%,0.00%,0.19%,0.00%,42.57%,57.62
129,Rizokarpaso,Tsambres,T,H,98.69,34.36554578,35.62381881,85.67%,0.00%,14.33%,0.00%,0.00%,114.33,66.90%,0.00%,11.27%,4.40%,17.43%,102.65,58.75%,0.00%,7.87%,1.53%,31.85%,79.09
130,Rizokarpaso,Tsambres,T,H,98.69,34.36554578,35.62381881,85.67%,0.00%,14.33%,0.00%,0.00%,114.33,66.90%,0.00%,11.27%,4.40%,17.43%,102.65,58.75%,0.00%,7.87%,1.53%,31.85%,79.09
131,Rizokarpaso,Tsambres,T,H,98.69,34.36554578,35.62381881,85.67%,0.00%,14.33%,0.00%,0.00%,114.33,66.90%,0.00%,11.27%,4.40%,17.43%,102.65,58.75%,0.00%,7.87%,1.53%,31.85%,79.09
132,Rizokarpaso,Tsambres,T,H,98.69,34.36554578,35.62381881,85.67%,0.00%,14.33%,0.00%,0.00%,114.33,66.90%,0.00%,11.27%,4.40%,17.43%,102.65,58.75%,0.00%,7.87%,1.53%,31.85%,79.09
133,Rizokarpaso,Tsambres,T,H,98.69,34.36554578,35.62381881,85.67%,0.00%,14.33%,0.00%,0.00%,114.33,66.90%,0.00%,11.27%,4.40%,17.43%,102.65,58.75%,0.00%,7.87%,1.53%,31.85%,79.09
134,Rizokarpaso,Tsambres,T,H,98.69,34.36554578,35.62381881,85.67%,0.00%,14.33%,0.00%,0.00%,114.33,66.90%,0.00%,11.27%,4.40%,17.43%,102.65,58.75%,0.00%,7.87%,1.53%,31.85%,79.09
135,Rizokarpaso,Kremmasti,N,H-R,96.36,34.38455249,35.63144672,100.00%,0.00%,0.00%,0.00%,0.00%,100.00,98.62%,0.00%,1.35%,0.00%,0.03%,101.32,79.85%,0.00%,3.96%,0.00%,16.19%,87.76
277,Aradippou,Panayia ton Amplelion,Ts,H-R,107.69,33.56613209,34.96110601,85.27%,0.00%,12.44%,1.61%,0.68%,114.98,62.33%,0.00%,17.05%,3.06%,17.56%,105.61,66.20%,0.00%,16.54%,1.07%,16.19%,102.48
301,Larnaka,,T,H,259.74,33.62313486,34.92513441,0.00%,0.00%,44.71%,55.29%,0.00%,255.29,0.00%,0.00%,36.32%,63.68%,0.00%,263.68,0.00%,0.07%,39.55%,60.38%,0.00%,260.24
302,Larnaka,,T,R,258.29,33.61562854,34.92468851,0.00%,0.00%,46.06%,53.94%,0.00%,253.94,0.00%,0.00%,37.45%,62.55%,0.00%,262.55,0.00%,0.00%,40.74%,58.97%,0.29%,258.38
303,Larnaka,,T,H,239.90,33.61025744,34.92358988,0.00%,0.00%,44.66%,46.77%,8.57%,229.63,3.17%,0.00%,43.70%,51.09%,2.04%,243.84,1.10%,0.00%,41.88%,53.78%,3.23%,246.22
304,Larnaka,,T,H,239.90,33.61025744,34.92358988,0.00%,0.00%,44.66%,46.77%,8.57%,229.63,3.17%,0.00%,43.70%,51.09%,2.04%,243.84,1.10%,0.00%,41.88%,53.78%,3.23%,246.22
305,Larnaka,,T,H,239.90,33.61025744,34.92358988,0.00%,0.00%,44.66%,46.77%,8.57%,229.63,3.17%,0.00%,43.70%,51.09%,2.04%,243.84,1.10%,0.00%,41.88%,53.78%,3.23%,246.22
306,Larnaka,,T,H,239.90,33.61025744,34.92358988,0.00%,0.00%,44.66%,46.77%,8.57%,229.63,3.17%,0.00%,43.70%,51.09%,2.04%,243.84,1.10%,0.00%,41.88%,53.78%,3.23%,246.22
